Units,scenario,region,sector,year,value
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,1975,0.5177472
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,1990,1.410256
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2005,3.941986
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2010,4.23953
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2015,5.985125
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2020,6.50229422
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2025,6.96601888
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2030,7.29607107
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2035,7.417642774
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2040,7.74850289
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2045,8.04432942
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2050,8.32769644
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2055,8.64997167
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2060,8.99478433
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2065,9.31598681
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2070,9.6029795
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2075,9.86851336
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2080,10.1406018
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2085,10.43972
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2090,10.7564296
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2095,11.0894202
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,2100,11.4335397
MTC,Ref_cities,Rest of Malaysia,trn_pass,1975,0.01958027
MTC,Ref_cities,Rest of Malaysia,trn_pass,1990,0.0510247
MTC,Ref_cities,Rest of Malaysia,trn_pass,2005,0.1538579
MTC,Ref_cities,Rest of Malaysia,trn_pass,2010,0.1753623
MTC,Ref_cities,Rest of Malaysia,trn_pass,2015,0.2373512
MTC,Ref_cities,Rest of Malaysia,trn_pass,2020,0.267628
MTC,Ref_cities,Rest of Malaysia,trn_pass,2025,0.306973
MTC,Ref_cities,Rest of Malaysia,trn_pass,2030,0.353918
MTC,Ref_cities,Rest of Malaysia,trn_pass,2035,0.406996
MTC,Ref_cities,Rest of Malaysia,trn_pass,2040,0.455325
MTC,Ref_cities,Rest of Malaysia,trn_pass,2045,0.498008
MTC,Ref_cities,Rest of Malaysia,trn_pass,2050,0.533875
MTC,Ref_cities,Rest of Malaysia,trn_pass,2055,0.568012
MTC,Ref_cities,Rest of Malaysia,trn_pass,2060,0.595472
MTC,Ref_cities,Rest of Malaysia,trn_pass,2065,0.619277
MTC,Ref_cities,Rest of Malaysia,trn_pass,2070,0.640273
MTC,Ref_cities,Rest of Malaysia,trn_pass,2075,0.65936
MTC,Ref_cities,Rest of Malaysia,trn_pass,2080,0.678387
MTC,Ref_cities,Rest of Malaysia,trn_pass,2085,0.698509
MTC,Ref_cities,Rest of Malaysia,trn_pass,2090,0.718756
MTC,Ref_cities,Rest of Malaysia,trn_pass,2095,0.73913
MTC,Ref_cities,Rest of Malaysia,trn_pass,2100,0.759133
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,1975,0.164274
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,1990,0.447451
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2005,1.2773738
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2010,1.4144217
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2015,1.9730499
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2020,2.5613813
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2025,2.7265196
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2030,2.2104265
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2035,1.9957427
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2040,1.9282681
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2045,1.9261659
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2050,1.9481529
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2055,1.9952137
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2060,2.053527
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2065,2.102727
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2070,2.108991
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2075,2.093317
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2080,2.066606
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2085,2.037658
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2090,2.00515
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2095,1.969732
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,2100,1.933204
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,1975,0.325504
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,1990,0.886602
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2005,2.48084989
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2010,2.672066
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2015,3.76997746
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2020,2.7580579
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2025,2.2532556
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2030,2.319937
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2035,2.147007
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2040,1.91797
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2045,1.748561
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2050,1.597665
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2055,1.527711
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2060,1.447467
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2065,1.367166
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2070,1.301626
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2075,1.245695
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2080,1.205074
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2085,1.153296
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2090,1.096602
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2095,1.043074
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2100,1.017322
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,1975,0.3173505
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,1990,0.86439
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2005,2.44024778
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2010,2.661146
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2015,3.73542
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2020,2.92492661
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2025,2.56991619
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2030,2.45905289
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2035,2.314054531
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2040,2.164264261
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2045,2.225944787
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2050,2.267626358
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2055,2.334981304
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2060,2.367471705
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2065,2.376436625
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2070,2.395980694
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2075,2.428800939
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2080,2.465558468
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2085,2.492915021
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2090,2.520849503
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2095,2.548148897
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,2100,2.569181946
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,1975,0.0541918
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,1990,0.0710574
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2005,0.0905959
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2010,1.88916
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2015,0.268637
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2020,0.277339
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2025,0.294512
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2030,0.314567
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2035,0.336239
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2040,0.357047
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2045,0.374989
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2050,0.389707
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2055,0.401147
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2060,0.410023
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2065,0.417575
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2070,0.423598
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2075,0.429325
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2080,0.435332
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2085,0.441904
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2090,0.448494
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2095,0.45518
MTC,Ref_cities,Rest of Malaysia,trn_shipping_intl,2100,0.463206
